plotID	type	date	precipitation_radolan	precipitation_radolan_rain_days	SD_Olivieri	SM_10	SM_20	Ta_10	Ta_200	Ta_200_cold_days	Ta_200_cool_days	Ta_200_growing_degree_days_10	Ta_200_ice_days	Ta_200_min	Ta_200_max	Ta_200_summer_days	Ta_200_tropical_days	Ta_200_tropical_nights	Ta_200_warm_days	Ts_05	Ts_10	Ts_20	Ts_50	WD	WV	WV_gust	Ta_200_max_raw	Ta_200_min_raw
AEG05	biogas	16/06/2022	NA	NA	NA	39.17542	43.71271	20.87125	19.55583	0	0	8.63	0	10.36	26.9	1	0	0	1	NA	18.11083	16.55709	14.08458	NA	NA	NA	26.9	10.36
AEG05	biogas	17/06/2022	NA	NA	NA	38.63979	43.46042	20.60458	19.05917	0	0	9.15	0	8.47	28.3	1	0	0	1	NA	18.32875	16.925	14.60917	NA	NA	NA	28.3	8.47
AEG05	biogas	18/06/2022	NA	NA	NA	38.02854	43.10563	23.77333	22.46584	0	0	10	0	9.96	31.44	1	1	0	1	NA	19.0025	17.4425	15.01958	NA	NA	NA	31.44	9.96
AEG05	biogas	19/06/2022	NA	NA	NA	37.37271	42.58833	26.74667	25.4575	0	0	12.125	0	14.25	33.95	1	1	0	1	NA	20.18041	18.44584	15.50917	NA	NA	NA	33.95	14.25
AEG05	biogas	20/06/2022	NA	NA	NA	37.36521	42.12854	21.32833	19.81042	0	0	10.88	0	15.06	26.7	1	0	0	1	NA	20.18917	18.87458	16.11	NA	NA	NA	26.7	15.06
AEG05	biogas	21/06/2022	NA	NA	NA	36.73417	41.67417	20.47333	18.04167	0	0	8.1	0	10.65	25.55	1	0	0	1	NA	19.54584	18.51583	16.44333	NA	NA	NA	25.55	10.65
AEG05	biogas	22/06/2022	NA	NA	NA	38.47812	41.31417	18.57208	17.47417	0	0	7.765	0	14.83	20.7	0	0	0	1	NA	19.3775	18.59042	16.62292	NA	NA	NA	20.7	14.83
AEG05	biogas	23/06/2022	NA	NA	NA	37.24562	41.09958	22.10208	20.23833	0	0	10.655	0	12.9	28.41	1	0	0	1	NA	19.6775	18.48583	16.66	NA	NA	NA	28.41	12.9
AEG05	biogas	24/06/2022	NA	NA	NA	37.70979	40.85396	17.83833	16.18083	0	0	7.525	0	12.52	22.53	0	0	0	1	NA	19.42417	18.76583	16.86708	NA	NA	NA	22.53	12.52
AEG05	biogas	25/06/2022	NA	NA	NA	36.97729	40.74083	19.89917	17.73541	0	0	7.57	0	9.5	25.14	1	0	0	1	NA	18.88167	18.12125	16.85291	NA	NA	NA	25.14	9.5
AEG05	biogas	26/06/2022	NA	NA	NA	36.90125	40.72562	22.96541	20.77583	0	0	10.51	0	13.09	27.93	1	0	0	1	NA	20.18209	18.8925	16.93833	NA	NA	NA	27.93	13.09
AEG05	biogas	27/06/2022	NA	NA	NA	36.76271	40.70354	19.22458	17.4275	0	0	7.845	0	14.11	21.58	0	0	0	1	NA	20.20958	19.39833	17.30083	NA	NA	NA	21.58	14.11
AEG05	biogas	28/06/2022	NA	NA	NA	36.60979	40.62917	17.56625	16.19208	0	0	6.185	0	11.78	20.59	0	0	0	1	NA	19.02042	18.60042	17.40958	NA	NA	NA	20.59	11.78
AEG05	biogas	29/06/2022	NA	NA	NA	36.48938	40.56021	19.48208	17.66417	0	0	8.28	0	10.93	25.63	1	0	0	1	NA	18.97917	18.305	17.23083	NA	NA	NA	25.63	10.93
AEG05	biogas	30/06/2022	NA	NA	NA	37.29187	41.05729	22.12375	20.10083	0	0	9.84	0	11.22	28.46	1	0	0	1	NA	20.06417	18.8075	17.22958	NA	NA	NA	28.46	11.22
AEG05	biogas	01/07/2022	NA	NA	NA	48.02812	47.80876	14.93625	13.15042	0	0	4.74	0	10.51	18.97	0	0	0	0	NA	18.53666	18.36792	17.61375	NA	NA	NA	18.97	10.51
AEG05	biogas	02/07/2022	NA	NA	NA	46.40374	46.56563	18.44208	15.98833	0	0	6.72	0	7.65	23.44	0	0	0	1	NA	19.0075	18.24459	17.3575	NA	NA	NA	23.44	7.65
AEG05	biogas	03/07/2022	NA	NA	NA	45.32354	45.78104	21.96083	19.62333	0	0	9.39	0	9.41	28.78	1	0	0	1	NA	20.22791	18.98292	17.40792	NA	NA	NA	28.78	9.41
AEG05	biogas	04/07/2022	NA	NA	NA	45.34146	45.84604	20.37667	18.01208	0	0	9.165	0	13.79	24.54	0	0	0	1	NA	20.80667	19.78	17.73167	NA	NA	NA	24.54	13.79
AEG05	biogas	05/07/2022	NA	NA	NA	47.09166	46.44979	21.21667	18.09709	0	0	7.67	0	10.06	25.28	1	0	0	1	NA	20.58	19.5625	17.97375	NA	NA	NA	25.28	10.06
AEG05	biogas	06/07/2022	NA	NA	NA	45.77354	45.68541	19.02042	16.04833	0	0	6.015	0	9.36	22.03	0	0	0	1	NA	20.61667	19.73042	18.10292	NA	NA	NA	22.03	9.36
AEG05	biogas	07/07/2022	NA	NA	NA	44.84896	45.25729	14.56917	12.87792	0	0	3.91	0	6.43	17.82	0	0	0	0	NA	19.42708	19.17834	18.12417	NA	NA	NA	17.82	6.43
AEG05	biogas	08/07/2022	NA	NA	NA	44.11209	44.97771	18.29208	14.58	0	0	5.5	0	9.08	21	0	0	0	1	NA	19.13333	18.52458	17.82375	NA	NA	NA	21	9.08
AEG05	biogas	09/07/2022	NA	NA	NA	43.06437	44.57084	18.71917	15.45875	0	0	6.545	0	5.68	23.09	0	0	0	1	NA	19.44208	18.68167	17.70875	NA	NA	NA	23.09	5.68
AEG05	biogas	10/07/2022	NA	NA	NA	42.09833	44.16771	18.02083	14.57	0	0	4.545	0	8.28	19.09	0	0	0	0	NA	19.88167	19.05292	17.75417	NA	NA	NA	19.09	8.28
AEG05	biogas	11/07/2022	NA	NA	NA	40.87395	43.6698	17.5425	14.09625	0	0	6.37	0	5.59	22.74	0	0	0	1	NA	19.43584	18.82	17.77542	NA	NA	NA	22.74	5.59
AEG05	biogas	12/07/2022	NA	NA	NA	39.21416	43.13583	20.49125	16.9625	0	0	7.865	0	7.35	25.73	1	0	0	1	NA	19.82917	18.93	17.74333	NA	NA	NA	25.73	7.35
AEG05	biogas	13/07/2022	NA	NA	NA	37.62812	42.52437	22.07292	19.61292	0	0	10	0	8.15	30.27	1	1	0	1	NA	20.38	19.32792	17.83708	NA	NA	NA	30.27	8.15
AEG05	biogas	14/07/2022	NA	NA	NA	36.35041	41.78625	24.32542	22.63292	0	0	11.12	0	12.24	31.76	1	1	0	1	NA	21.27208	19.96167	18.0425	NA	NA	NA	31.76	12.24
AEG05	biogas	15/07/2022	NA	NA	NA	34.84896	40.80458	20.88792	18.29584	0	0	7.44	0	9.68	24.88	0	0	0	1	NA	21.00875	20.0575	18.30333	NA	NA	NA	24.88	9.68
AEG05	biogas	16/07/2022	NA	NA	NA	33.58813	39.68104	19.68	16.72625	0	0	7.39	0	6.47	24.78	0	0	0	1	NA	20.22625	19.5325	18.34042	NA	NA	NA	24.78	6.47
AEG05	biogas	17/07/2022	NA	NA	NA	32.42229	38.56084	21.38792	18.47042	0	0	8.895	0	7.24	27.79	1	0	0	1	NA	20.44083	19.51375	18.28792	NA	NA	NA	27.79	7.24
AEG05	biogas	18/07/2022	NA	NA	NA	31.33084	37.17313	23.20708	20.96333	0	0	10	0	8.14	31.81	1	1	0	1	NA	20.80209	19.7475	18.30375	NA	NA	NA	31.81	8.14
AEG05	biogas	19/07/2022	NA	NA	NA	30.36313	35.75604	24.57542	23.10417	0	0	10.495	0	10.99	32.44	1	1	0	1	NA	20.93583	19.88333	18.38375	NA	NA	NA	32.44	10.99
AEG05	biogas	20/07/2022	NA	NA	NA	29.68334	36.39208	24.37542	23.07625	0	0	11.585	0	13.17	34.21	1	1	0	1	NA	21.29083	20.13417	18.53625	NA	NA	NA	34.21	13.17
AEG05	biogas	21/07/2022	NA	NA	NA	30.24583	43.56583	22.29542	19.97917	0	0	10.61	0	14.78	26.44	1	0	0	1	NA	21.37667	20.41333	18.80542	NA	NA	NA	26.44	14.78
AEG05	biogas	22/07/2022	NA	NA	NA	29.84708	42.01604	23.67208	21.25625	0	0	10.67	0	11.34	31.66	1	1	0	1	NA	21.14292	20.18625	18.85833	NA	NA	NA	31.66	11.34
AEG05	biogas	23/07/2022	NA	NA	NA	30.0748	40.71751	22.38542	20.34375	0	0	11.015	0	15.18	26.85	1	0	0	1	NA	21.68917	20.69166	18.98833	NA	NA	NA	26.85	15.18
AEG05	biogas	24/07/2022	NA	NA	NA	29.7675	39.70583	24.13875	21.61	0	0	11.63	0	13.26	31.42	1	1	0	1	NA	21.4625	20.48792	19.07625	NA	NA	NA	31.42	13.26
AEG05	biogas	25/07/2022	NA	NA	NA	29.32834	38.06916	24.19292	23.34708	0	0	11.455	0	12.91	33.06	1	1	0	1	NA	21.51291	20.58667	19.14417	NA	NA	NA	33.06	12.91
AEG05	biogas	26/07/2022	NA	NA	NA	28.96208	36.04646	22.15708	19.56833	0	0	8.935	0	13.36	24.51	0	0	0	1	NA	21.57458	20.73083	19.24542	NA	NA	NA	24.51	13.36
AEG05	biogas	27/07/2022	NA	NA	NA	28.58708	34.46479	21.01416	17.80667	0	0	7.89	0	11.17	24.61	0	0	0	1	NA	20.85917	20.16833	19.19666	NA	NA	NA	24.61	11.17
AEG05	biogas	28/07/2022	NA	NA	NA	28.35541	33.2625	22.60167	19.58958	0	0	9.765	0	11.92	27.61	1	0	0	1	NA	20.80875	20.05208	19.0875	NA	NA	NA	27.61	11.92
AEG05	biogas	29/07/2022	NA	NA	NA	28.76708	32.52125	19.73292	18.19875	0	0	8.96	0	12.9	25.02	1	0	0	1	NA	20.86833	20.23583	19.10125	NA	NA	NA	25.02	12.9
AEG05	biogas	30/07/2022	NA	NA	NA	28.17333	32.14083	19.42084	17.9025	0	0	8.425	0	11.85	25	1	0	0	1	NA	19.88041	19.56875	18.95458	NA	NA	NA	25	11.85
AEG05	biogas	31/07/2022	NA	NA	NA	27.79584	31.675	19.65167	18.7575	0	0	9.22	0	9.46	28.44	1	0	0	1	NA	18.90166	19	18.68125	NA	NA	NA	28.44	9.46
AEG05	biogas	01/08/2022	NA	NA	NA	27.56791	31.25875	20.6175	19.67542	0	0	9.96	0	12.92	27	1	0	0	1	NA	19.11167	18.96333	18.52167	NA	NA	NA	27	12.92
AEG05	biogas	02/08/2022	NA	NA	NA	27.49396	31.01104	22.47834	20.26708	0	0	10.55	0	12.2	28.9	1	0	0	1	NA	19.97708	19.35375	18.48708	NA	NA	NA	28.9	12.2
AEG05	biogas	03/08/2022	NA	NA	NA	27.3	30.69875	24.30833	22.20042	0	0	10.975	0	11.95	31.99	1	1	0	1	NA	20.02625	19.48959	18.55208	NA	NA	NA	31.99	11.95
AEG05	biogas	04/08/2022	NA	NA	NA	26.99896	30.28687	25.21084	24.24084	0	0	11.6	0	13.2	33.36	1	1	0	1	NA	20.53333	19.86333	18.67708	NA	NA	NA	33.36	13.2
AEG05	biogas	05/08/2022	NA	NA	NA	26.96375	29.95062	23.80458	22.10125	0	0	13.235	0	16.47	30.7	1	1	0	1	NA	21.10625	20.29333	18.85708	NA	NA	NA	30.7	16.47
AEG05	biogas	06/08/2022	NA	NA	NA	28.12354	29.96167	18.49167	16.33375	0	0	7.835	0	12.71	22.96	0	0	0	1	NA	20.6025	20.155	19.01375	NA	NA	NA	22.96	12.71
AEG05	biogas	07/08/2022	NA	NA	NA	27.23688	29.93813	18.27583	16.51667	0	0	7.52	0	9.26	25.04	1	0	0	1	NA	19.03875	19.01083	18.7775	NA	NA	NA	25.04	9.26
AEG05	biogas	08/08/2022	NA	NA	NA	26.68812	29.79125	19.74208	17.78333	0	0	8.94	0	8.14	27.88	1	0	0	1	NA	18.48583	18.54708	18.45708	NA	NA	NA	27.88	8.14
AEG05	biogas	09/08/2022	NA	NA	NA	26.29896	29.60124	19.98208	18.38083	0	0	8.245	0	8.55	26.49	1	0	0	1	NA	18.47917	18.40625	18.26417	NA	NA	NA	26.49	8.55
AEG05	biogas	10/08/2022	NA	NA	NA	26.00312	29.36833	20.30875	19.28208	0	0	8.63	0	11.82	25.44	1	0	0	1	NA	18.7425	18.4575	18.18083	NA	NA	NA	25.44	11.82
AEG05	biogas	11/08/2022	NA	NA	NA	25.70958	29.10916	19.7425	18.96417	0	0	9.385	0	11.61	27.16	1	0	0	1	NA	18.35083	18.2075	18.07958	NA	NA	NA	27.16	11.61
AEG05	biogas	12/08/2022	NA	NA	NA	25.45104	28.86312	19.92208	18.96292	0	0	9.21	0	13.04	25.38	1	0	0	1	NA	18.47875	18.2675	18.015	NA	NA	NA	25.38	13.04
AEG05	biogas	13/08/2022	NA	NA	NA	25.23583	28.63667	21.04833	19.32958	0	0	8.83	0	10.35	27.31	1	0	0	1	NA	18.50583	18.19958	17.94167	NA	NA	NA	27.31	10.35
AEG05	biogas	14/08/2022	NA	NA	NA	25.005	28.42917	21.48167	19.54208	0	0	9.895	0	8.31	29.79	1	0	0	1	NA	18.3975	18.1575	17.88791	NA	NA	NA	29.79	8.31
AEG05	biogas	15/08/2022	NA	NA	NA	25.37605	28.4277	20.25208	18.42042	0	0	9.155	0	12.99	25.32	1	0	0	1	NA	19.82083	19.14875	18.06875	NA	NA	NA	25.32	12.99
AEG05	biogas	16/08/2022	NA	NA	NA	25.86104	28.7575	19.44083	18.03	0	0	8.825	0	9.67	27.65	1	0	0	1	NA	18.64583	18.46042	18.06375	NA	NA	NA	27.65	9.67
AEG05	biogas	17/08/2022	NA	NA	NA	25.34791	28.69875	20.95625	19.82792	0	0	9.61	0	11.69	27.53	1	0	0	1	NA	18.87167	18.52	18.00875	NA	NA	NA	27.53	11.69
AEG05	biogas	18/08/2022	NA	NA	NA	25.12	28.65896	20.34792	18.41459	0	0	9.175	0	14.31	24.04	0	0	0	1	NA	19.80375	19.13875	18.11167	NA	NA	NA	24.04	14.31
AEG05	biogas	19/08/2022	NA	NA	NA	30.20917	36.065	16.52542	15.59917	0	0	6	0	14.94	17.06	0	0	0	0	NA	18.78667	18.72125	18.1975	NA	NA	NA	17.06	14.94
AEG05	biogas	20/08/2022	NA	NA	NA	31.49938	40.76104	17.945	16.88333	0	0	7.535	0	12.21	22.86	0	0	0	1	NA	18.69917	18.33875	18.00542	NA	NA	NA	22.86	12.21
AEG05	biogas	21/08/2022	NA	NA	NA	30.58604	40.13791	17.27958	16.14708	0	0	7.42	0	7.91	24.84	0	0	0	1	NA	17.86292	17.91	17.86917	NA	NA	NA	24.84	7.91
AEG05	biogas	22/08/2022	NA	NA	NA	29.39354	39.48875	17.37875	16.54375	0	0	7.535	0	8.08	25.07	1	0	0	1	NA	17.54708	17.61583	17.69417	NA	NA	NA	25.07	8.08
AEG05	biogas	23/08/2022	NA	NA	NA	28.43854	38.73604	18.31417	17.55541	0	0	8.92	0	8.11	27.84	1	0	0	1	NA	17.60417	17.55625	17.55583	NA	NA	NA	27.84	8.11
AEG05	biogas	24/08/2022	NA	NA	NA	27.60812	37.69667	19.03375	18.01167	0	0	7.685	0	8.93	25.37	1	0	0	1	NA	17.68792	17.56333	17.48083	NA	NA	NA	25.37	8.93
AEG05	biogas	25/08/2022	NA	NA	NA	27.03021	36.58084	21.17417	19.72875	0	0	9.95	0	12.65	27.25	1	0	0	1	NA	18.56417	18.07792	17.54792	NA	NA	NA	27.25	12.65
AEG05	biogas	26/08/2022	NA	NA	NA	26.59438	35.62875	20.15208	18.69542	0	0	9.845	0	11.68	28.01	1	0	0	1	NA	18.55292	18.18667	17.6625	NA	NA	NA	28.01	11.68
AEG05	biogas	27/08/2022	NA	NA	NA	26.40958	34.99791	18.27625	16.76583	0	0	8.065	0	14.06	22.07	0	0	0	1	NA	18.85542	18.50125	17.78667	NA	NA	NA	22.07	14.06
AEG05	biogas	28/08/2022	NA	NA	NA	26.33105	34.63688	18.84583	17.25042	0	0	8.825	0	13.15	24.5	0	0	0	1	NA	18.61417	18.32292	17.79667	NA	NA	NA	24.5	13.15
AEG05	biogas	29/08/2022	NA	NA	NA	26.15958	34.03729	18.42542	17.15458	0	0	7.82	0	9.21	25.64	1	0	0	1	NA	17.74917	17.85042	17.71	NA	NA	NA	25.64	9.21
AEG05	biogas	30/08/2022	NA	NA	NA	25.95896	33.24146	18.89958	18.17375	0	0	7.915	0	10.18	25.65	1	0	0	1	NA	17.70208	17.68583	17.58792	NA	NA	NA	25.65	10.18
AEG05	biogas	31/08/2022	NA	NA	NA	25.53646	32.67625	17.03417	16.0325	0	0	6.555	0	11.71	21.4	0	0	0	1	NA	18.18458	17.95833	17.58292	NA	NA	NA	21.4	11.71
AEG06	biogas	01/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	02/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	03/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	04/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	05/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	06/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	07/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	08/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	09/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	10/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	11/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	12/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	13/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	14/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	15/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	16/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	17/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	18/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	19/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	20/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	21/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	22/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	23/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	24/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	25/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	26/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	27/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	28/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	29/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	30/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	31/05/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	01/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	02/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	03/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	04/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	05/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	06/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	07/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	08/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	09/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	10/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	11/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	12/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	13/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	14/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	15/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	16/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	17/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	18/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	19/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	20/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	21/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	22/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	23/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	24/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	25/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	26/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	27/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	28/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AEG06	biogas	29/06/2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
